goodsSn,상품명,정가,판매가,브랜드,대분류,중분류,썸네일URL,상품URL
P200134638,[클리어런스] 오브니 소파 쿠션 원형,3500030400,13,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200134638/GM43588492_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200134638
P200134637,[클리어런스] 오브니 소파 쿠션 직사각,3500030400,13,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200134637/GM43588391_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200134637
P200197262,모엘르 가죽 소파 쿠션,85000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200197262/GM43911673_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200197262
P200193965,듀 패브릭 소파 쿠션 사각형,84000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200193965/GM43783648_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200193965
P200193938,가죽 클리너,18000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200193938/GM43781552_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200193938
P200198704,NEW온드 w800 패브릭 소파 오토만,304000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200198704/GM43963865_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200198704
P200197274,가닉 3시트 w2390 패브릭 리빙다이닝 소파 코너형 대형,2065000,,리바트,식탁,,https://static.hyundailivart.co.kr/upload_mall/goods/P200197274/GM43909782_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200197274
P200197271,가닉 2시트 w2360 패브릭 리빙다이닝 소파 코너형 소형,1309000,,리바트,식탁,,https://static.hyundailivart.co.kr/upload_mall/goods/P200197271/GM43909857_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200197271
P200197268,가닉 2시트 w2630 패브릭 리빙다이닝 소파 일자형,1309000,,리바트,식탁,,https://static.hyundailivart.co.kr/upload_mall/goods/P200197268/GM43909879_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200197268
P200197256,모엘르 3시트 w2240 가죽 리클라이너 소파(3인용),3980000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200197256/GM43907650_img.png?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200197256
P200196962,[클리어런스] 프랄리네 2시트 w2210 패브릭 소파(3인용),938000758000,19,리바트 세계가구,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200196962/GM43910647_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196962
P200196925,[클리어런스] 플젠 w810 패브릭 소파 오토만,271000252000,7,리바트 세계가구,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200196925/GM43913110_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196925
P200196924,[클리어런스] 플젠 1시트 w830 패브릭 소파(1인용),387000360000,7,리바트 세계가구,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200196924/GM43913078_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196924
P200196735,[클리어런스] 캐러멜 3시트 w2880 패브릭 소파(4인용),12500001188000,5,리바트 세계가구,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200196735/GM43923225_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196735
P200196362,그란디오소 프리모 3시트 w3195 가죽 소파 와이드형(4인용),3290000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200196362/GM43889768_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196362
P200196339,미유모어 3시트 w3180 가죽 리클라이너 소파 홈바형 시트렌치 소프트 샌드(4인용),3260000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200196339/GM43878177_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196339
P200196336,미유모어 3시트 w2800 가죽 리클라이너 소파 양면형 시트렌치 소프트 샌드(4인용),2810000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200196336/GM43878136_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196336
P200195815,누베 4시트 w3265 패브릭 소파 소파 코너형 웜라이트 그레이(5인용),4940000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200195815/GM43849538_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200195815
P200195812,누베 3시트 w3265 패브릭 소파 사선 카우치형 웜라이트 그레이(4인용),3925000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200195812/GM43849528_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200195812
P200195809,누베 3시트 w3630 패브릭 소파 사선형 웜라이트 그레이(4인용),3450000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200195809/GM43849518_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200195809
P200195808,누베 3시트 w3405 패브릭 소파 오픈형 웜라이트 그레이(4인용),3190000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200195808/GM43849508_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200195808
P200195805,누베 3시트 w2990  패브릭 소파 웜라이트 그레이(4인용),3200000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200195805/GM43849462_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200195805
P200195804,누베 2시트 w2160 패브릭 소파 웜라이트 그레이(3인용),2305000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200195804/GM43849360_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200195804
P200193967,듀 2시트 w2350 패브릭 소파 오픈 싱글형(3.5인용),1942000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200193967/GM43783628_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200193967
P200193964,듀 1시트 w940 패브릭 소파 코너형,760000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200193964/GM43787596_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200193964
P200193962,듀 1시트 w1410 패브릭 소파 싱글형,1182000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200193962/GM43787588_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200193962
P200189305,더유닛 패브릭소파 팔걸이,297000267000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200189305/GM43676937_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200189305
P200188977,헨스 w1000 패브릭 소파 오토만,579000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200188977/GM43661200_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200188977
P200188976,헨스 3시트 w3230 패브릭 소파 스윙백 코너형(4인용),4825000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200188976/GM43661149_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200188976
P200187866,더 마제스 3시트 w2630 가죽 리클라이너 소파(3.5인용),3658000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187866/GM43637379_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187866
P200187740,듀 패브릭 소파 판상목대,308000,,리바트,거실장/거실테이블,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187740/GM43609427_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187740
P200187738,듀 1시트 w1675 패브릭 소파 팔걸이형 부클레,1292000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187738/GM43609734_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187738
P200187735,듀 패브릭 소파 싱글형 부클레,1183000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187735/GM43609350_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187735
P200187731,듀 2시트 w2350 패브릭 소파 오픈 체이스형 부클레(3.5인용),1814000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187731/GM43609293_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187731
P200187730,듀 2시트 w2350 패브릭 소파 오픈 싱글형 부클레(3.5인용),1944000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187730/GM43609273_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187730
P200187729,듀 2시트 w2615 패브릭 소파 컴팩트형 부클레(4인용),2053000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187729/GM43609724_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187729
P200187726,듀 2시트 w3350 패브릭 패브릭 소파 와이드형 부클레(4인용),2584000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187726/GM43609228_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187726
P200187725,듀 2시트 w3085 패브릭 소파 오픈 체이스형 부클레(4인용),2345000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187725/GM43609714_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187725
P200187722,듀 2시트 w3085 패브릭 소파 오픈 싱글형 부클레(4인용),2475000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187722/GM43609704_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187722
P200187719,듀 3시트 w2615 패브릭 소파 코너 싱글형 부클레(5인용),3236000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187719/GM43636064_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187719
P200187716,듀 4시트 w3760 패브릭 소파 코너 체이스형 부클레(6인용),4289000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200187716/GM43647480_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187716
P200186984,파니노 소파 쿠션 원형,43000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200186984/GM43595457_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186984
P200186975,파니노 4인 패브릭 소파 하단 프레임,86000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200186975/GM43594757_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186975
P200186968,파니노 1인 패브릭 소파 등쿠션 커버,167000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200186968/GM43595350_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186968
P200186965,파니노 1인 패브릭 소파 하단 프레임,53000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200186965/GM43594747_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186965
P200186929,LE3 아티모 1인 가죽 전동 리클라이너 화이트,2198000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200186929/GM43593782_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186929
P200186797,플리시 3시트 w2390 패브릭 소파(3.5인용),1933000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200186797/GM43590222_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186797
P200186793,플리시 3시트 w2840 패브릭 소파(4인용),2148000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200186793/GM43590212_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186793
P200178500,[클리어런스] 그래블 w840 패브릭 소파 사다리꼴 스툴,282000200000,29,리바트 세계가구,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200178500/GM43534745_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200178500
P200178499,[클리어런스] 그래블 w820 패브릭 소파 정사각 스툴,232000165000,29,리바트 세계가구,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200178499/GM43514071_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200178499
P200168508,[클리어런스] 몰리세 2시트 w1940 패브릭 소파 헤드틸팅형(3인용),13020001125700,14,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200037637/GM40609948_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200168508
P200167920,더유닛 3시트 w3060 패브릭 리클라이너 소파 일면형 카우치형(4인용),32500002925000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167920/GM43552398_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167920
P200167919,더유닛 3시트 w3060 패브릭 소파 카우치형(4인용),28680002581000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167919/GM43552408_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167919
P200167917,더유닛 3시트 w3060 패브릭 리클라이너 소파 양면형(4인용),33060002975000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167917/GM43552418_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167917
P200167916,더유닛 3시트 w3060 패브릭 리클라이너 소파 일면형(4인용),29220002630000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167916/GM43552441_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167916
P200167912,더유닛 2시트 w2240 패브릭 리클라이너 소파 일면형(3인용),22790002051000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167912/GM43552520_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167912
P200167911,더유닛 2시트 w2240 패브릭 소파 일반형(3인용),18970001707000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167911/GM43322945_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167911
P200167910,더유닛 패브릭소파 콘솔,329000296000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167910/GM43552537_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167910
P200167909,더유닛 1시트 w840 패브릭 소파 싱글 카우치형(1인용),996000896000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167909/GM43552559_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167909
P200167908,더유닛 1시트 w840 패브릭 소파 싱글 리클라이너형(1인용),1047000942000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167908/GM43552569_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167908
P200167907,더유닛 1시트 w840 패브릭 소파 싱글형(1인용),657000591000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200167907/GM43733265_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200167907
P200161409,LE3 아티모 1인 패브릭 전동 리클라이너 브라운,2080000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200161409/GM43610100_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200161409
P200161389,LE1 라피네 1인 천연가죽 전동 리클라이너,1976000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200161389/GM43164591_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200161389
P200158749,LM1 그라토 1시트 w780 가죽 수동 리클라이너 소파(1인용),1099000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200158749/GM43595518_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200158749
P200145726,로지 4시트 w3000 패브릭 소파 코너형(5인용),2754000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200145726/GM42874784_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200145726
P200134636,[클리어런스] 오브니 2시트 w2100 패브릭 소파 부클레(3인용),13520001168500,14,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200134636/GM43588556_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200134636
P200132676,쇼드 3시트 w3000 패브릭 소파(4인용),2398000,,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200132676/GM43704221_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200132676
P200129045,띠에르노 1시트 w980 가죽 소파(1인용),16090001448000,10,리바트,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200129045/GM42553003_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200129045
P200124493,프리즘 곡선라운지체어,675000352400,48,리바트 세계가구,소파,,https://static.hyundailivart.co.kr/upload_mall/goods/P200124493/GM42532895_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200124493
