goodsSn,상품명,정가,판매가,브랜드,대분류,중분류,배송유형,배송료,배송기간,사다리차_비용규정,직접운반_규정,현장설치_추가작업비,교환반품_배송비,교환반품_신청기간_조건,옵션목록,옵션별가격,썸네일URL,상품URL
P200187568,[천연가죽 데스크패드 증정] 뉴루디 1200 일반 책상세트 (플랩도어 포함),698000,,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),그레이 도어 | 블루 도어 | 옐로우 도어 | 핑크 도어 | 화이트오크 도어,"뉴루디 자녀가구 책상 1200 일반책상세트 화이트오크 + 플랩도어 그레이: 698,000원 | 뉴루디 자녀가구 책상 1200 일반책상세트 화이트오크 + 플랩도어 블루: 698,000원 | 뉴루디 자녀가구 책상 1200 일반책상세트 화이트오크 + 플랩도어 옐로우: 698,000원 | 뉴루디 자녀가구 책상 1200 일반책상세트 화이트오크 + 플랩도어 핑크: 6",https://static.hyundailivart.co.kr/upload_mall/goods/P200186931/GM43591116_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187568
P200187567,뉴루디 800 5단 책장 (상하부 도어 포함),501000,,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),800책장(도어 그레이) | 800책장(도어 블루) | 800책장(도어 옐로우) | 800책장(도어 핑크) | 800책장(도어 화이트오크),"뉴루디 자녀가구 책장 800 5단 책장 + 플랩도어 그레이 + 하부도어 그레이: 501,000원 | 뉴루디 자녀가구 책장 800 5단 책장 + 플랩도어 블루 + 하부도어 블루: 501,000원 | 뉴루디 자녀가구 책장 800 5단 책장 + 플랩도어 옐로우 + 하부도어 옐로우: 501,000원 | 뉴루디 자녀가구 책장 800 5단 책장 + 플랩도어 핑크 + ",https://static.hyundailivart.co.kr/upload_mall/goods/P200187567/GM43605043_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187567
P200187566,뉴루디 600 5단 책장 (상하부 도어 포함),325000,,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),600책장(도어 그레이) | 600책장(도어 블루) | 600책장(도어 옐로우) | 600책장(도어 핑크) | 600책장(도어 화이트오크),"뉴루디 자녀가구 책장 600 5단 책장 + 플랩도어 그레이 + 하부도어 그레이: 325,000원 | 뉴루디 자녀가구 책장 600 5단 책장 + 플랩도어 블루 + 하부도어 블루: 325,000원 | 뉴루디 자녀가구 책장 600 5단 책장 + 플랩도어 옐로우 + 하부도어 옐로우: 325,000원 | 뉴루디 자녀가구 책장 600 5단 책장 + 플랩도어 핑크 + ",https://static.hyundailivart.co.kr/upload_mall/goods/P200187566/GM43605023_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200187566
P200186933,[천연가죽 데스크패드 증정] 뉴루디 1200 수동 높이/각도조절 책상세트,12070001021000,15,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트오크+그레이엣지 | 화이트오크+핑크엣지,"뉴루디 자녀가구 책상 1200 수동 높이/각도조절 책상 (화이트오크, 그레이 엣지) + 1200 상부장 세트: 1,021,000원 | 뉴루디 자녀가구 책상 1200 수동 높이/각도조절 책상 (화이트오크, 핑크 엣지) + 1200 상부장 세트: 1,021,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200186933/GM43591383_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186933
P200186932,[천연가죽 데스크패드 증정] 뉴루디 1200 수동 각도조절 책상세트,771000,,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트오크+그레이엣지 | 화이트오크+핑크엣지,"뉴루디 자녀가구 책상 1200 수동 각도조절 책상 (화이트오크, 그레이 엣지) + 1200 상부장 세트: 771,000원 | 뉴루디 자녀가구 책상 1200 수동 각도조절 책상 (화이트오크, 핑크 엣지) + 1200 상부장 세트: 771,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200186932/GM43591148_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186932
P200186931,[천연가죽 데스크패드 증정] 뉴루디 1200 일반 책상세트,596000,,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트오크,"뉴루디 자녀가구 책상 1200 일반책상 화이트오크 + 1200 상부장 세트: 596,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200186931/GM43591116_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186931
P200186930,[천연가죽 데스크패드 증정] 뉴루디 1160 철제 책상세트,573000,,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트오크+그레이엣지 | 화이트오크+핑크엣지,"뉴루디 자녀가구 책상 1160 책상 (화이트오크/그레이 엣지) + 1200 5단 전면책장 세트: 573,000원 | 뉴루디 자녀가구 책상 1160 책상 (화이트오크/핑크 엣지) + 1200 5단 전면책장 세트: 573,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200186930/GM43591090_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200186930
P200176785,선반용 서랍 박스 (뉴루디,코이),11000,,리바트,키즈/주니어,현대 리바트 택배 서비스,"무료(제주도 배송은 결제금액에 따른 배송비가 부과되며, 제품별 배송비는 결제 화면에서 확인하실 수 있습니다.)","설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),네이비 | 아이보리 | 피치,"뉴루디 자녀가구 책상 모니터 선반용 서랍 네이비: 11,000원 | 뉴루디 자녀가구 책상 모니터 선반용 서랍 아이보리: 11,000원 | 뉴루디 자녀가구 책상 모니터 선반용 서랍 피치: 11,000원",,https://static.hyundailivart.co.kr/upload_mall/goods/P200176785/GM43419842_img.jpg?RS=0X250&CS=250X250&AO=1
P200176473,[클리어런스] 꼼므 키즈 800 높은 챕터북장,20000091200,54,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200176473/GM43409396_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200176473
P200176472,[클리어런스] 꼼므 키즈 800 낮은 챕터북장,15000074100,51,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200176472/GM43409406_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200176472
P200176349,코이 800 3단 서랍 옷장,607000462000,24,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),네추럴 | 라일락 | 코랄 | 화이트,"코이 자녀가구 옷장 800 3단 서랍형 옷장 화이트: 462,000원 | 코이 자녀가구 옷장 800 3단 서랍형 옷장 내추럴: 462,000원 | 코이 자녀가구 옷장 800 3단 서랍형 옷장 라일락: 462,000원 | 코이 자녀가구 옷장 800 3단 서랍형 옷장 코랄: 462,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200176349/GM43430519_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200176349
P200176347,코이 600 3단 슬라이딩 옷장,574000473000,18,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),네추럴 | 라일락 | 코랄 | 화이트,"코이 자녀가구 옷장 600 3단 슬라이딩 옷장 화이트: 473,000원 | 코이 자녀가구 옷장 600 3단 슬라이딩 옷장 내추럴: 473,000원 | 코이 자녀가구 옷장 600 3단 슬라이딩 옷장 라일락: 473,000원 | 코이 자녀가구 옷장 600 3단 슬라이딩 옷장 코랄: 473,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200176347/GM43423731_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200176347
P200176303,코이 클라우드 침대 프레임 (좌/우형),607000463000,24,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),우형 | 좌형 | 내추럴 | 라일락 | 코랄 | 화이트,"코이 자녀가구 침대 클라우드 협탁 조명침대(좌형) 화이트: 463,000원 | 코이 자녀가구 침대 클라우드 협탁 조명침대(좌형) 내추럴: 463,000원 | 코이 자녀가구 침대 클라우드 협탁 조명침대(좌형) 라일락: 463,000원 | 코이 자녀가구 침대 클라우드 협탁 조명침대(좌형) 코랄: 463,000원 | 코이 자녀가구 침대 클라우드 협탁 조명침대(우",https://static.hyundailivart.co.kr/upload_mall/goods/P200176303/GM43419301_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200176303
P200176275,코이 북엔드,4000020000,50,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200176275/GM43413543_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200176275
P200176272,코이 책장 하부도어,3900024000,38,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),400 | 600 | 800 | 내추럴 | 라일락 | 코랄 | 화이트,"코이 자녀가구 책장 400 책장 하부 옵션도어 내추럴: 24,000원 | 코이 자녀가구 책장 400 책장 하부 옵션도어 라일락: 24,000원 | 코이 자녀가구 책장 800 책장 하부 옵션도어 화이트: 48,000원 | 코이 자녀가구 책장 800 책장 하부 옵션도어 내추럴: 48,000원 | 코이 자녀가구 책장 800 책장 하부 옵션도어 라일락: 48,00",https://static.hyundailivart.co.kr/upload_mall/goods/P200176272/GM43417767_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200176272
P200176270,코이 6단 전면책장,466000232000,50,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),1200 | 1400 | 내추럴 | 라일락 | 코랄 | 화이트,"코이 자녀가구 책장 1200 6단 전면형 책장(선반 라일락) 화이트: 232,000원 | 코이 자녀가구 책장 1200 6단 전면형 책장(선반 코랄) 화이트: 232,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200176270/GM43456716_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200176270
